text;label
you should go to to the bank instantly!!;urgent
i want to go to the hospital now!!;urgent
i want to go to the police now!!;urgent
i want to go to the agency instantly!!;urgent
i need your help promptly!!;urgent
my dad need his passport now !!;urgent
there is a water leak call the plumber now !! ;urgent
you must quit this place now there is a theft !!;urgent
i need a electronic card instantly;urgent
you have to spot my mother's phone now!!;urgent
I need you to fix my phone now!!;urgent
I need my phone urgently!!;urgent
I want my phone right now!!;urgent
I want the phone Now!!;urgent
can i get my phone now?!;urgent
give me phone right now!!;urgent
i really need my phone fixed so fast!!;urgent
i need my phone fixed right now!!;urgent
i hope you fix this phone fast!!;urgent
hurry up and fix that phone!!;urgent
hurry up and fix my phone!!;urgent
give me back that phone now!!;urgent
help i need this phone fixed now!!;urgent
help , can you get this phone fixed and fast!!;urgent
can you be faster in fixing that phone!!;urgent
i hope you are done with my phone because i need it now!!;urgent
this phone isn't working anymore , can you fix it i really need to use it right now!!;urgent
i can't wait any longer i want my phone immediatly!!;urgent
hurry up i really need it right now!!;urgent
fix it right away!!;urgent
fix it right now please!!;urgent
make it work again fast!!;urgent
make the phone work now!!;urgent
you made me wait too long , give me my phone fast!!;urgent
get it done now!!;urgent
get it gone right!!;urgent
seriously i need my phone now!!;urgent
it's getting late i need my car now!!;urgent
i want to go home now , are you done with my car!!;urgent
that car is really important so please hurry up!!;urgent
i need my car immediatly!!;urgent
your service is trash i'm leaving right now!!;urgent
can you get me the rest of my toolbox right now!!;urgent
i need you to make my tablet work again and i need it now!!;urgent
help me fixing my internet ASAP!!;urgent
hurry up change the painting on the wall before everyone come!!;urgent
this pipe is broken fix it now!!;urgent
you get me the wrong order , go change it now!!;urgent
help me find the problem ASAP!!;urgent
give me the location and fast!!;urgent
i need my pasport ready ASAP!!;urgent
i want you to drive me to the closest hospital real fast!!;urgent
can you be faster i need to get home now!!;urgent
i want you to call the police urgently!!;urgent
give me the right location now!!;urgent
i need the ticket fast the show is starting!!;urgent
finish your job fast or our deal is over!!;urgent
get me the email address , hurry!!;urgent
i need to buy the ticket fast before it solde out!!;urgent
i gived you enough time to finish the job so hurry up!!;urgent
i need you to connect me with your manager right now it's urgent!!;urgent
stop wasting my time i have other stuff to do so hurry up!!;urgent
this server is way to slow i can't finish my work in time make it work faster it's really urgent!!;urgent
take me with you if you are leaving i need you to drop me somewhere it's really important and i need to get there quikly!!;urgent
can you send me the other files i need then quik!!;urgent
do you have any idea how much you wasted my time , hurry up!!;urgent
dude the next bus come in 2 minute hurry up!!;urgent
same problem again i can't see any of my contacts on my divice please fix it fast!!;urgent
do we need to go this way it will take too much time , i need to get there real fast!!;urgent
there we go again i hope they fix the electricity ASAP so i finish my job!!;urgent
come really fast i need you to help me with my laptop!!;urgent
you are doing it wrong that will cost us much more money you need to do it faster so hurry up!!;urgent
i don't have any clue how to do it can you please come and help me it's urgent!!;urgent
i need to take my medecine so please drive me home faster!!;urgent
that file is really important can you make it faster!!;urgent
i have a meeting get the files done fast!!;urgent
i hate to say it but you are wasting our time and we need to go now the manager will visit us real soon!!;urgent
take this backpack with you and give it to Sam he need it right now!!;urgent
i can't finish programing without the internet please fix it fast!!;urgent
i don't care how much it cost i just need it right now!!;urgent
take that shortcut please i need to get to my friends real fast!!;urgent
my camera isn't working and i need to film a video ASAP!!;urgent
i need this car to be fixed by tomorrow;urgent
i'm coming in two days be ready to give me your work.;urgent
i need this files done in two weeks.;urgent
the order must be here after 3 days;urgent
my order will be here in 1 hour;urgent
make everything clean before the owner came home they will be here in 20 min;urgent
go deliver the orders you have only 30 minutes;urgent
you have 3 days before i came back and take my phone;urgent
you must be here in 10 minutes;urgent
we need to get there in 3 minutes;urgent
you have 60 secondes to leave or i will kick you out;urgent
i'm telling you that you must be here in 30 secondes;urgent
i need my money ready in 2 days;urgent
the ambulance must be here in secondes;urgent
make me a coffee and come to my office you have 2 minutes;urgent
wash the car for me i will be back in 20 minutes;urgent
can you fix this watch in 2 days;urgent
i want you to fix my phone in 48 hours;urgent
this tablet need to be fix in 24 hours;urgent
my laptop is broken and i have work to do can you fix it in 1 day;urgent
i want to rent a house before i came by can you find one today;urgent
the bill is too high for this house can you find me another one in 2 days;urgent
the phone batterie is dying i must call my parents in 60 secondes;urgent
the volcano will explode in 48 hours;urgent
my mom is in the hospital i need to get there in 10 minutes;urgent
oh no my timer is wrong !! we need to get ready in less than an hour;urgent
oops i droped the order can you make another one in at least 1 minute;urgent
you need to hurry up the shop won't stay open 24/24 it closing in 17 minutes;urgent
my watch is broken i need someone to fix it in less than 2 days before i go to the party;urgent
you fool, you break it!! Where can i find another in less than 4 hours?;urgent
You must now repair my phone!! ;urgent
I need my phone now !!;urgent
I can't wait more than that to solve my problem!!I am very pressing;urgent
I spent more than 2 weeks waiting for your technicians to correct the failure is too much that !;urgent
Your service is very bad !! I am very very angry!!;urgent
I need urgently to repair my phone !!;urgent
I'm going to call the police now I can not bear more than that!! I am very accelerated!!;urgent
We did have a problem with one product , and we need  quickly exchanged it for us but Amazon don't exchanged it.;urgent
I am waiting urgently  for your answer about my request !! I am very rushed!!;urgent
I can't speek with this phone !! I am very angry !!;urgent
good morning;noturgent
hello ;noturgent
